,UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
6241,2017,700992,344,"China, Hong Kong SAR",589317000000.0,1475658555.0,0.0,6754.011482,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,19641239.0,44620
6242,2017,700992,360,Indonesia,156925000000.0,1475658555.0,0.0,7903.135378,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,3840281.0,42946
6243,2017,700992,364,Iran,51612276867.0,1475658555.0,32.0,3993.712412,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,2061373.0,1070
6245,2017,700992,392,Japan,671474000000.0,1475658555.0,0.0,7378.830411,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,55935110.0,820114
6246,2017,700992,398,Kazakhstan,29345907738.0,1475658555.0,10.0,4629.33189,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,4120812.0,379
6247,2017,700992,414,Kuwait,33568329846.0,1475658555.0,5.0,4548.67228,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,7010703.0,1068
6248,2017,700992,458,Malaysia,194720000000.0,1475658555.0,20.0,6530.326973,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,9887040.0,26659
6249,2017,700992,484,Mexico,420369000000.0,1475658555.0,15.0,9264.397428,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,17159074.0,8561
6250,2017,700992,496,Mongolia,4337305039.0,1475658555.0,5.0,5588.505723,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,230280.0,8415
6252,2017,700992,554,New Zealand,40128397719.0,1475658555.0,0.0,13018.99688,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,6053128.0,8555
6253,2017,700992,579,Norway,85525812090.0,1475658555.0,0.0,3252.232415,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,8840634.0,517
6254,2017,700992,604,Peru,39763884637.0,1475658555.0,0.0,10535.42125,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,3496099.0,12882
6255,2017,700992,608,Philippines,101889000000.0,1475658555.0,0.0,6891.416581,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,6991593.0,149464
6256,2017,700992,616,Poland,217979000000.0,1475658555.0,0.0,2917.723626,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,16419940.0,1406
6257,2017,700992,643,Russian Federation,228213000000.0,1475658555.0,10.0,3576.783899,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,20843525.0,53532
6258,2017,700992,682,Saudi Arabia,134519000000.0,1475658555.0,5.0,4494.054301,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,19632434.0,6017
6259,2017,700992,699,India,444052000000.0,1475658555.0,4.1,5737.645821,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,4074822.0,57623
6260,2017,700992,702,Singapore,327710000000.0,1475658555.0,0.0,8059.888628,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,5549041.0,181311
6261,2017,700992,704,Viet Nam,213215000000.0,1475658555.0,20.0,5750.856567,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,2093105.0,45141
6262,2017,700992,710,South Africa,83030698712.0,1475658555.0,15.0,7705.859125,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,6060737.0,4357
6264,2017,700992,757,Switzerland,267501000000.0,1475658555.0,0.0,3902.920936,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,16184354.0,2455
6265,2017,700992,784,United Arab Emirates,270955000000.0,1475658555.0,5.0,5701.270344,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,32683208.0,14584
6266,2017,700992,792,Turkey,233800000000.0,1475658555.0,0.0,4064.896623,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,7893888.0,1836
6267,2017,700992,818,Egypt,66338749061.0,1475658555.0,10.0,4372.896989,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,3290143.0,28
6268,2017,700992,826,United Kingdom,641332000000.0,1475658555.0,0.0,4788.945866,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,112407288.0,49116
6269,2017,700992,842,USA,2405280000000.0,1475658555.0,0.0,8132.363901,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,503586568.0,46063
6270,2017,700910,12,Algeria,46052990973.0,4320802169.0,30.0,4308.788757,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,3171905.0,7048
6271,2017,700910,36,Australia,228442000000.0,4320802169.0,0.0,12613.1646,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,21143068.0,826438
6274,2017,700910,76,Brazil,150749000000.0,4320802169.0,14.0,10178.3831,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,46714449.0,1556760
6275,2017,700910,104,Myanmar,19253441935.0,4320802169.0,5.0,6104.397284,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,673630.0,172
6276,2017,700910,124,Canada,432405000000.0,4320802169.0,0.0,7979.001407,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,292524114.0,544302
6277,2017,700910,152,Chile,65257236198.0,4320802169.0,0.0,11258.47199,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,9040411.0,474669
6278,2017,700910,156,China,1843790000000.0,4320802169.0,7.5,6827.838158,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,254993127.0,2210133
6279,2017,700910,203,Czechia,162899000000.0,4320802169.0,0.0,3466.806251,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,113367170.0,636513
6283,2017,700910,344,"China, Hong Kong SAR",589317000000.0,4320802169.0,0.0,6466.939153,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,3571763.0,18092
6284,2017,700910,360,Indonesia,156925000000.0,4320802169.0,0.0,8838.463468,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,23066454.0,449453
6285,2017,700910,364,Iran,51612276867.0,4320802169.0,15.0,4184.896145,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,1101121.0,1805
6287,2017,700910,392,Japan,671474000000.0,4320802169.0,0.0,8544.895132,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,311210718.0,30530972
6288,2017,700910,398,Kazakhstan,29345907738.0,4320802169.0,7.5,5544.958841,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,1343531.0,30247
6289,2017,700910,414,Kuwait,33568329846.0,4320802169.0,5.0,5260.417832,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,3455449.0,151051
6290,2017,700910,458,Malaysia,194720000000.0,4320802169.0,0.0,7155.699435,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,8544179.0,107852
6291,2017,700910,484,Mexico,420369000000.0,4320802169.0,12.0,9290.84198,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,185032637.0,2798094
6292,2017,700910,496,Mongolia,4337305039.0,4320802169.0,5.0,5491.294022,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,138428.0,5551
6294,2017,700910,554,New Zealand,40128397719.0,4320802169.0,0.0,13982.42283,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,4143066.0,150172
6295,2017,700910,579,Norway,85525812090.0,4320802169.0,0.0,3471.376484,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,4859876.0,110401
6296,2017,700910,604,Peru,39763884637.0,4320802169.0,0.0,10384.3008,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,4966724.0,363427
6297,2017,700910,608,Philippines,101889000000.0,4320802169.0,5.0,7116.219377,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,1900598.0,78427
6298,2017,700910,616,Poland,217979000000.0,4320802169.0,0.0,3629.844681,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,65637644.0,1023898
6299,2017,700910,643,Russian Federation,228213000000.0,4320802169.0,7.5,4034.630946,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,84647401.0,18450553
6300,2017,700910,682,Saudi Arabia,134519000000.0,4320802169.0,5.0,5637.642432,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,7925477.0,686752
6301,2017,700910,699,India,444052000000.0,4320802169.0,10.0,5807.407418,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,42490471.0,3337322
6302,2017,700910,702,Singapore,327710000000.0,4320802169.0,0.0,8713.630503,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,16611443.0,84040
6303,2017,700910,704,Viet Nam,213215000000.0,4320802169.0,9.0,6236.489398,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,14421823.0,475852
6304,2017,700910,710,South Africa,83030698712.0,4320802169.0,15.0,8126.751536,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,28221421.0,331401
6306,2017,700910,757,Switzerland,267501000000.0,4320802169.0,0.0,4551.056541,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,10569717.0,264455
6307,2017,700910,784,United Arab Emirates,270955000000.0,4320802169.0,5.0,5872.533502,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,16794220.0,4825304
6308,2017,700910,792,Turkey,233800000000.0,4320802169.0,0.0,4258.743186,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,48497694.0,1562136
6309,2017,700910,818,Egypt,66338749061.0,4320802169.0,20.0,4540.372723,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,5002074.0,165256
6310,2017,700910,826,United Kingdom,641332000000.0,4320802169.0,0.0,4144.676204,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,189209505.0,422848
6311,2017,700910,842,USA,2405280000000.0,4320802169.0,0.0,7946.060816,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,293022201.0,33926606
6312,2017,700721,12,Algeria,46052990973.0,3704081039.0,15.0,3906.20766,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,9409722.0,19238
6313,2017,700721,36,Australia,228442000000.0,3704081039.0,0.0,12829.69084,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,49061499.0,76378
6316,2017,700721,76,Brazil,150749000000.0,3704081039.0,12.0,9040.506254,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,8548828.0,580292
6318,2017,700721,124,Canada,432405000000.0,3704081039.0,0.0,7992.323841,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,157195605.0,838894
6319,2017,700721,152,Chile,65257236198.0,3704081039.0,0.0,11261.2508,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,14050083.0,412258
6320,2017,700721,156,China,1843790000000.0,3704081039.0,7.0,7473.352486,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,78555953.0,816130
6321,2017,700721,203,Czechia,162899000000.0,3704081039.0,0.0,3805.343527,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,113234455.0,572691
6325,2017,700721,344,"China, Hong Kong SAR",589317000000.0,3704081039.0,0.0,7248.265566,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,7990781.0,1559
6326,2017,700721,360,Indonesia,156925000000.0,3704081039.0,0.0,8793.224379,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,1726140.0,26771
6328,2017,700721,392,Japan,671474000000.0,3704081039.0,0.0,9144.194571,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,74992588.0,135652
6329,2017,700721,398,Kazakhstan,29345907738.0,3704081039.0,8.3,5543.908863,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,4430950.0,126343
6330,2017,700721,414,Kuwait,33568329846.0,3704081039.0,5.0,4992.713615,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,4281600.0,49316
6331,2017,700721,458,Malaysia,194720000000.0,3704081039.0,20.0,8177.533829,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,14033390.0,147106
6332,2017,700721,484,Mexico,420369000000.0,3704081039.0,11.3,9589.566363,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,66705020.0,2540460
6333,2017,700721,496,Mongolia,4337305039.0,3704081039.0,5.0,7009.711126,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,376091.0,3530
6335,2017,700721,554,New Zealand,40128397719.0,3704081039.0,0.0,14040.56426,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,17335177.0,382187
6336,2017,700721,579,Norway,85525812090.0,3704081039.0,0.0,3686.613446,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,24235216.0,277623
6337,2017,700721,604,Peru,39763884637.0,3704081039.0,1.8,10627.20389,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,6163344.0,78337
6338,2017,700721,608,Philippines,101889000000.0,3704081039.0,0.0,8260.052561,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,6269474.0,21359
6339,2017,700721,616,Poland,217979000000.0,3704081039.0,0.0,3839.894994,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,61245352.0,17750
6340,2017,700721,643,Russian Federation,228213000000.0,3704081039.0,8.8,4202.269427,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,62606549.0,4953025
6341,2017,700721,682,Saudi Arabia,134519000000.0,3704081039.0,5.0,5529.394481,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,10850547.0,22
6342,2017,700721,699,India,444052000000.0,3704081039.0,9.5,6540.060803,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,19950007.0,151171
6343,2017,700721,702,Singapore,327710000000.0,3704081039.0,0.0,9581.78534,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,5142375.0,88053
6344,2017,700721,704,Viet Nam,213215000000.0,3704081039.0,3.8,6703.128101,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,13285420.0,242116
6345,2017,700721,710,South Africa,83030698712.0,3704081039.0,22.5,7778.064029,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,25129398.0,551923
6347,2017,700721,757,Switzerland,267501000000.0,3704081039.0,0.0,4113.760739,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,21655831.0,174895
6348,2017,700721,784,United Arab Emirates,270955000000.0,3704081039.0,5.0,6299.558207,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,21796438.0,24939
6349,2017,700721,792,Turkey,233800000000.0,3704081039.0,0.0,4016.473537,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,72256967.0,191205
6350,2017,700721,818,Egypt,66338749061.0,3704081039.0,10.0,4050.632885,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,967762.0,3259
6351,2017,700721,826,United Kingdom,641332000000.0,3704081039.0,0.0,4063.459051,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,290401517.0,936842
6352,2017,700721,842,USA,2405280000000.0,3704081039.0,0.0,7796.956395,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,398646994.0,1305631
6353,2017,700711,36,Australia,228442000000.0,2754840220.0,0.0,12467.00547,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,18489541.0,124146
6356,2017,700711,76,Brazil,150749000000.0,2754840220.0,12.0,10097.76685,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,6784393.0,441112
6358,2017,700711,124,Canada,432405000000.0,2754840220.0,0.0,7553.433532,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,164884596.0,1050655
6359,2017,700711,152,Chile,65257236198.0,2754840220.0,0.0,10200.27351,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,6999058.0,311387
6360,2017,700711,156,China,1843790000000.0,2754840220.0,2.2,6958.034104,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,36460459.0,6668949
6361,2017,700711,203,Czechia,162899000000.0,2754840220.0,0.0,3152.799467,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,103302803.0,64086
6365,2017,700711,344,"China, Hong Kong SAR",589317000000.0,2754840220.0,0.0,6609.189116,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,4837411.0,43244
6366,2017,700711,360,Indonesia,156925000000.0,2754840220.0,0.0,9464.110175,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,2494852.0,18587
6367,2017,700711,364,Iran,51612276867.0,2754840220.0,15.0,5063.338501,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,1953682.0,20
6369,2017,700711,392,Japan,671474000000.0,2754840220.0,1.8,8033.793095,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,32858904.0,3163344
6370,2017,700711,398,Kazakhstan,29345907738.0,2754840220.0,9.2,5304.295277,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,2287182.0,21293
6371,2017,700711,414,Kuwait,33568329846.0,2754840220.0,5.0,5473.463649,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,5870771.0,182093
6372,2017,700711,458,Malaysia,194720000000.0,2754840220.0,20.0,8123.392812,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,11113357.0,121298
6373,2017,700711,484,Mexico,420369000000.0,2754840220.0,11.3,9259.414043,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,60943634.0,10851880
6374,2017,700711,496,Mongolia,4337305039.0,2754840220.0,5.0,5699.281113,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,406674.0,20372
6376,2017,700711,554,New Zealand,40128397719.0,2754840220.0,0.0,14407.4081,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,5150868.0,151182
6377,2017,700711,579,Norway,85525812090.0,2754840220.0,0.0,3633.376813,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,9107439.0,169043
6378,2017,700711,604,Peru,39763884637.0,2754840220.0,1.8,10921.23393,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,3424170.0,204851
6379,2017,700711,608,Philippines,101889000000.0,2754840220.0,0.0,7226.312223,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,6413825.0,172819
6380,2017,700711,616,Poland,217979000000.0,2754840220.0,0.0,3300.411284,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,39758215.0,171668
6381,2017,700711,643,Russian Federation,228213000000.0,2754840220.0,9.2,3772.579072,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,23773399.0,1950477
6382,2017,700711,682,Saudi Arabia,134519000000.0,2754840220.0,5.0,5755.109032,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,5479265.0,206837
6383,2017,700711,699,India,444052000000.0,2754840220.0,9.5,6318.280163,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,13146206.0,1183758
6384,2017,700711,702,Singapore,327710000000.0,2754840220.0,0.0,8537.287557,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,1738085.0,157410
6385,2017,700711,704,Viet Nam,213215000000.0,2754840220.0,2.3,7335.076349,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,16450958.0,166711
6386,2017,700711,710,South Africa,83030698712.0,2754840220.0,15.0,8511.970723,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,7844822.0,245741
6388,2017,700711,757,Switzerland,267501000000.0,2754840220.0,0.0,3827.587495,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,8265992.0,102219
6389,2017,700711,784,United Arab Emirates,270955000000.0,2754840220.0,5.0,5694.23116,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,11359507.0,3434898
6390,2017,700711,792,Turkey,233800000000.0,2754840220.0,0.0,3940.806156,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,51065850.0,550501
6391,2017,700711,818,Egypt,66338749061.0,2754840220.0,10.0,5368.200653,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,1361360.0,104151
6392,2017,700711,826,United Kingdom,641332000000.0,2754840220.0,0.0,3793.867075,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,247262522.0,82241
6393,2017,700711,842,USA,2405280000000.0,2754840220.0,0.0,8009.378446,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,172989653.0,4874131
6430,2017,961620,36,Australia,228442000000.0,410581455.0,0.0,12708.68991,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,7561175.0,228497
6433,2017,961620,76,Brazil,150749000000.0,410581455.0,18.0,11101.09653,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,4152719.0,354309
6434,2017,961620,104,Myanmar,19253441935.0,410581455.0,5.0,3599.531988,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,512520.0,9987
6435,2017,961620,124,Canada,432405000000.0,410581455.0,0.0,8566.927258,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,13419217.0,874398
6436,2017,961620,152,Chile,65257236198.0,410581455.0,0.0,10154.38228,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,508861.0,52646
6437,2017,961620,156,China,1843790000000.0,410581455.0,3.9,5284.907242,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,21209655.0,5802405
6438,2017,961620,203,Czechia,162899000000.0,410581455.0,0.0,3920.991648,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,1996257.0,27747
6442,2017,961620,344,"China, Hong Kong SAR",589317000000.0,410581455.0,0.0,5680.060917,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,7450938.0,2213580
6443,2017,961620,360,Indonesia,156925000000.0,410581455.0,0.0,7340.927681,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,10859529.0,176466
6444,2017,961620,364,Iran,51612276867.0,410581455.0,26.0,3224.147782,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,302160.0,2575
6446,2017,961620,392,Japan,671474000000.0,410581455.0,3.9,4938.658236,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,55363732.0,6596547
6447,2017,961620,398,Kazakhstan,29345907738.0,410581455.0,13.0,4901.198011,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,229737.0,32315
6448,2017,961620,414,Kuwait,33568329846.0,410581455.0,5.0,5391.996989,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,750379.0,29109
6449,2017,961620,458,Malaysia,194720000000.0,410581455.0,0.0,4828.220042,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,4872674.0,75602
6450,2017,961620,484,Mexico,420369000000.0,410581455.0,15.0,10163.44386,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,5849845.0,406132
6451,2017,961620,496,Mongolia,4337305039.0,410581455.0,5.0,5308.784554,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,36227.0,25409
6453,2017,961620,554,New Zealand,40128397719.0,410581455.0,0.0,12074.38123,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,1276509.0,20789
6454,2017,961620,579,Norway,85525812090.0,410581455.0,0.0,3291.142114,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,1799832.0,9123
6455,2017,961620,604,Peru,39763884637.0,410581455.0,0.0,10486.36244,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,499893.0,7928
6456,2017,961620,608,Philippines,101889000000.0,410581455.0,0.0,4927.405029,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,498874.0,2346
6457,2017,961620,616,Poland,217979000000.0,410581455.0,0.0,4147.595225,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,6745073.0,152507
6458,2017,961620,643,Russian Federation,228213000000.0,410581455.0,15.0,3809.726113,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,4643163.0,1086561
6459,2017,961620,682,Saudi Arabia,134519000000.0,410581455.0,5.0,8229.951497,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,2025646.0,36836
6460,2017,961620,699,India,444052000000.0,410581455.0,0.0,5742.970901,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,1174419.0,133604
6461,2017,961620,702,Singapore,327710000000.0,410581455.0,0.0,7369.080856,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,8201954.0,2655085
6462,2017,961620,704,Viet Nam,213215000000.0,410581455.0,15.0,5722.199654,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,1647363.0,485886
6463,2017,961620,710,South Africa,83030698712.0,410581455.0,0.0,8598.519069,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,1017077.0,17688
6465,2017,961620,757,Switzerland,267501000000.0,410581455.0,0.0,4018.554362,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,1126524.0,49988
6466,2017,961620,784,United Arab Emirates,270955000000.0,410581455.0,5.0,5707.134912,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,16607305.0,392384
6467,2017,961620,792,Turkey,233800000000.0,410581455.0,0.0,5413.183258,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,4079303.0,188125
6468,2017,961620,818,Egypt,66338749061.0,410581455.0,20.0,3892.989014,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,180630.0,591
6469,2017,961620,826,United Kingdom,641332000000.0,410581455.0,0.0,4408.711984,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,17837962.0,292397
6470,2017,961620,842,USA,2405280000000.0,410581455.0,0.0,8984.775861,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,86945631.0,1957003
6471,2017,961590,36,Australia,228442000000.0,347478982.0,0.0,10939.16391,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,4142061.0,67704
6474,2017,961590,76,Brazil,150749000000.0,347478982.0,18.0,11941.4145,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,2836901.0,45030
6475,2017,961590,104,Myanmar,19253441935.0,347478982.0,3.0,4896.587387,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,69936.0,901
6476,2017,961590,124,Canada,432405000000.0,347478982.0,0.0,8843.292267,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,8020238.0,158676
6477,2017,961590,152,Chile,65257236198.0,347478982.0,0.0,10969.33936,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,1815824.0,1030
